J. Onomah,low,medium,low,high,high,England,Sheffield Wednesday,1.0,2019,0,71,high,Medium/ Medium,€4.2M,€33K,4200000.0,33000.0,CAM,midfielder
M. Madl,medium,medium,low,medium,high,Austria,FK Austria Wien,1.0,2021,€2.6M,71,medium,Medium/ High,€1.8M,€10K,1800000.0,10000.0,RCB,defender
Cucurella,low,medium,low,high,high,Spain,SD Eibar,1.0,2019,0,71,high,High/ Medium,€3.4M,€27K,3400000.0,27000.0,LM,midfielder
C. Araujo,high,medium,low,medium,high,Argentina,Club Atlético Huracán,1.0,2019,€405K,71,high,Medium/ Medium,€270K,€7K,270000.0,7000.0,LB,defender
M. Hartmann,medium,medium,low,medium,high,Germany,SG Dynamo Dresden,1.0,2020,€2.8M,71,medium,Medium/ Medium,€1.8M,€12K,1800000.0,12000.0,CDM,midfielder
M. Spiranovic,medium,medium,low,medium,medium,Australia,Perth Glory,1.0,2019,€2.2M,71,medium,Medium/ Medium,€1.8M,€5K,1800000.0,5000.0,CB,defender
Chong Te Se,medium,medium,low,medium,high,Korea DPR,Shimizu S-Pulse,2.0,2021,€1.6M,71,high,High/ Medium,€1.2M,€4K,1200000.0,4000.0,ST,striker
M. Albornoz,medium,medium,low,medium,high,Chile,Hannover 96,1.0,2020,€3.5M,71,high,Medium/ Low,€2M,€18K,2000000.0,18000.0,LB,defender
A. Nukan,low,medium,low,medium,medium,Turkey,RB Leipzig,1.0,2020,€5.4M,71,medium,Medium/ High,€2.8M,€22K,2800000.0,22000.0,CB,defender
L. Szukała,medium,medium,low,medium,medium,Poland,MKE Ankaragücü,1.0,2019,€1.5M,71,medium,Low/ High,€725K,€13K,725000.0,13000.0,CB,defender
E. Perlaza,medium,medium,low,medium,high,Colombia,Independiente Medellín,1.0,2023,€2.4M,71,high,Medium/ Medium,€1.8M,€3K,1800000.0,3000.0,RB,defender
M. Dal Hende,medium,medium,low,medium,high,Denmark,FC Midtjylland,1.0,2021,€2.5M,71,high,High/ High,€2M,€13K,2000000.0,13000.0,LWB,defender
Emerson Avintes,medium,medium,low,medium,high,Brazil,Chapecoense,1.0,2018,€4.8M,71,high,Medium/ Medium,€2.5M,€11K,2500000.0,11000.0,RAM,midfielder
Saberto Botelho,medium,medium,low,medium,high,Brazil,Atlético Paranaense,1.0,2021,€3.3M,71,medium,Medium/ Medium,€1.8M,€9K,1800000.0,9000.0,LDM,midfielder
J. Dahlin,medium,medium,low,medium,medium,Sweden,Malmö FF,1.0,2020,€1.9M,71,low,Medium/ Medium,€1.4M,€4K,1400000.0,4000.0,GK,goalkeeper
Martin Cordeia,medium,medium,low,medium,high,Brazil,Internacional,1.0,2021,€2.3M,71,high,Medium/ Medium,€1.2M,€17K,1200000.0,17000.0,CAM,midfielder
A. Oukidja,medium,medium,low,medium,medium,Algeria,FC Metz,1.0,2021,€3.4M,71,medium,Medium/ Medium,€1.8M,€4K,1800000.0,4000.0,GK,goalkeeper
B. Angulo,low,medium,low,medium,high,Ecuador,0,1.0,,0,71,high,High/ Low,€0,€0,0.0,0.0,ST,striker
S. Burchert,medium,medium,low,medium,medium,Germany,SpVgg Greuther Fürth,1.0,2020,€2.6M,71,medium,Medium/ Medium,€1.7M,€6K,1700000.0,6000.0,GK,goalkeeper
Nélson Monte,low,medium,low,medium,high,Portugal,Rio Ave FC,1.0,2019,€6.4M,71,medium,Medium/ Medium,€2.8M,€5K,2800000.0,5000.0,CB,defender
D. Rojas,low,medium,low,medium,high,Chile,Universidad Católica,1.0,2018,€4.7M,71,high,Medium/ Medium,€3.2M,€6K,3200000.0,6000.0,CAM,midfielder
Charles,low,medium,low,medium,medium,Brazil,Clube Sport Marítimo,1.0,2022,€5.4M,71,low,Medium/ Medium,€2.4M,€4K,2400000.0,4000.0,GK,goalkeeper
H. Wolf,low,medium,low,high,high,Austria,FC Red Bull Salzburg,1.0,2020,€6.7M,71,high,Medium/ Medium,€4M,€10K,4000000.0,10000.0,CAM,midfielder
E. Videla,medium,medium,low,medium,high,Argentina,Club Atlético Aldosivi,1.0,2023,€3.2M,71,high,Medium/ High,€2.2M,€8K,2200000.0,8000.0,CM,midfielder
P. Ledesma,medium,medium,low,medium,high,Argentina,Patronato,1.0,2022,€1.1M,71,medium,Medium/ Medium,€725K,€9K,725000.0,9000.0,CDM,midfielder
R. van Drongelen,low,medium,low,high,high,Netherlands,Hamburger SV,1.0,2022,€6.5M,71,medium,Medium/ Medium,€3.6M,€4K,3600000.0,4000.0,LCB,defender
F. Jensen,low,medium,low,high,high,Finland,FC Augsburg,1.0,2023,€7M,71,high,High/ High,€3.7M,€11K,3700000.0,11000.0,CF,striker
Artur,low,medium,low,medium,high,Brazil,Columbus Crew SC,1.0,2021,€4.2M,71,high,Medium/ Medium,€2.7M,€5K,2700000.0,5000.0,RDM,midfielder
Edgar Costa,medium,medium,low,medium,high,Portugal,Clube Sport Marítimo,1.0,2019,€4.4M,71,high,High/ High,€2.1M,€7K,2100000.0,7000.0,RM,midfielder
S. Martínez,low,medium,low,medium,high,Chile,CD Huachipato,1.0,2018,0,71,high,Medium/ High,€2.5M,€7K,2500000.0,7000.0,CDM,midfielder
D. Fisher,low,medium,low,medium,high,England,Preston North End,1.0,2021,€5.1M,71,high,Medium/ High,€2.6M,€8K,2600000.0,8000.0,RB,defender
L. Clarke,medium,medium,low,medium,high,England,Sheffield United,1.0,2020,€2.8M,71,medium,Medium/ Medium,€1.5M,€10K,1500000.0,10000.0,ST,striker
T. Hubočan,medium,medium,low,medium,high,Slovakia,Olympique de Marseille,1.0,2019,€2.6M,71,medium,Medium/ Medium,€1.4M,€23K,1400000.0,23000.0,CB,defender
Dani Castellano,medium,medium,low,medium,high,Spain,UD Las Palmas,1.0,2020,€2.7M,71,high,High/ Medium,€1.7M,€7K,1700000.0,7000.0,LB,defender
Javi Castellano,medium,medium,low,medium,high,Spain,UD Las Palmas,1.0,2021,€2.8M,71,medium,Low/ High,€1.8M,€7K,1800000.0,7000.0,CM,midfielder
P. Olkowski,medium,medium,low,medium,high,Poland,Bolton Wanderers,1.0,2020,€3.6M,71,high,Medium/ Medium,€1.9M,€8K,1900000.0,8000.0,RB,defender
M. Caligiuri,medium,medium,low,medium,high,Germany,SpVgg Greuther Fürth,1.0,2019,€1.1M,71,high,Low/ Medium,€725K,€7K,725000.0,7000.0,CB,defender
Marlion Rolim,medium,medium,low,medium,medium,Brazil,Cruzeiro,1.0,2021,€4.8M,71,high,Medium/ Medium,€2.5M,€18K,2500000.0,18000.0,LAM,midfielder
D. Burn,medium,medium,low,medium,high,England,Wigan Athletic,1.0,2019,0,71,medium,Low/ Medium,€2.4M,€25K,2400000.0,25000.0,LCB,defender
S. Schwab,medium,medium,low,medium,high,Austria,SK Rapid Wien,1.0,2020,€3.5M,71,high,Medium/ Medium,€2.2M,€11K,2200000.0,11000.0,RDM,midfielder
O. Aina,low,medium,low,high,high,Nigeria,Torino,1.0,2020,€6M,71,high,High/ Medium,€3.2M,€16K,3200000.0,16000.0,RB,defender
A. Mina,medium,medium,low,medium,high,Ecuador,Yeni Malatyaspor,1.0,2019,€4.8M,71,medium,High/ Medium,€2.3M,€9K,2300000.0,9000.0,LCB,defender
S. Guirassy,low,medium,low,medium,high,France,1. FC Köln,1.0,2021,€6M,71,high,Medium/ Low,€3.5M,€13K,3500000.0,13000.0,ST,striker
L. Paqarada,low,medium,low,medium,high,Kosovo,SV Sandhausen,1.0,2020,€4.3M,71,high,High/ Medium,€2.6M,€4K,2600000.0,4000.0,LB,defender
J. Sánchez,medium,medium,low,medium,high,Mexico,Guadalajara,1.0,2020,€3.2M,71,high,Medium/ Medium,€1.9M,€22K,1900000.0,22000.0,RB,defender
J. Wallace,low,medium,low,medium,high,England,Millwall,1.0,2021,€5.9M,71,high,Medium/ Medium,€3M,€9K,3000000.0,9000.0,RM,midfielder
Jota,low,medium,low,medium,high,Portugal,CD Nacional,1.0,2021,€6.5M,71,high,Medium/ Medium,€3M,€8K,3000000.0,8000.0,LCM,midfielder
Jesús Imaz,medium,medium,low,medium,high,Spain,Wisła Kraków,1.0,2019,€3.3M,71,high,High/ Medium,€2.5M,€6K,2500000.0,6000.0,CAM,midfielder
Dani Hernández,medium,medium,low,medium,medium,Venezuela,CD Tenerife,1.0,2020,€2.2M,71,low,Medium/ Medium,€1.4M,€5K,1400000.0,5000.0,GK,goalkeeper
K. Diatta,low,medium,low,high,high,Senegal,Club Brugge KV,1.0,2022,€9.4M,71,high,High/ Medium,€4.4M,€7K,4400000.0,7000.0,RM,midfielder
X. Chavalerin,medium,medium,low,medium,high,France,Stade de Reims,1.0,2019,€4.6M,71,high,Medium/ Medium,€2.2M,€11K,2200000.0,11000.0,LDM,midfielder
G. Tzavellas,medium,medium,low,medium,high,Greece,Alanyaspor,2.0,2019,€3.5M,71,high,Medium/ Medium,€1.8M,€9K,1800000.0,9000.0,LCB,defender
O. Omoijuanfo,low,medium,low,medium,high,Norway,Stabæk Fotball,1.0,2020,€4.9M,71,high,High/ Low,€3.4M,€3K,3400000.0,3000.0,LS,striker
S. Dimitrievski,low,medium,low,medium,medium,FYR Macedonia,Rayo Vallecano,1.0,2019,0,71,low,Medium/ Medium,€2.4M,€4K,2400000.0,4000.0,GK,goalkeeper
Eltildo Bessa,medium,medium,low,medium,high,Brazil,Paraná,1.0,2021,€2.4M,71,high,High/ Low,€1.2M,€15K,1200000.0,15000.0,ST,striker
B. Marshall,medium,medium,low,medium,high,England,Norwich City,1.0,2022,€4.7M,71,high,Medium/ Medium,€2.5M,€18K,2500000.0,18000.0,LM,midfielder
N. Mendez-Laing,medium,medium,low,medium,high,England,Cardiff City,1.0,2021,€5.8M,71,high,High/ Medium,€2.8M,€30K,2800000.0,30000.0,RW,midfielder
Álex Martínez,medium,medium,low,medium,high,Spain,Granada CF,1.0,2019,€3.1M,71,high,High/ Medium,€2M,€6K,2000000.0,6000.0,LB,defender
Z. Bakkali,low,medium,low,medium,medium,Belgium,RSC Anderlecht,1.0,2022,€5.5M,71,high,Medium/ Low,€3.2M,€11K,3200000.0,11000.0,LM,midfielder
G. Gimbert,medium,medium,low,medium,high,France,AC Ajaccio,1.0,2019,€3.3M,71,medium,Medium/ Medium,€1.9M,€6K,1900000.0,6000.0,ST,striker
M. Gajić,low,medium,low,medium,high,Serbia,FC Girondins de Bordeaux,1.0,2020,€5.1M,71,high,Medium/ Medium,€2.6M,€19K,2600000.0,19000.0,RB,defender
S. Aigner,medium,medium,low,medium,high,Germany,KFC Uerdingen 05,2.0,2021,€3.2M,71,high,Medium/ Medium,€2.2M,€6K,2200000.0,6000.0,ST,striker
P. Köpke,low,medium,low,medium,high,Germany,Hertha BSC,1.0,2022,€6.7M,71,high,High/ Medium,€3.5M,€16K,3500000.0,16000.0,ST,striker
F. Klos,medium,medium,low,medium,high,Germany,DSC Arminia Bielefeld,1.0,2019,€3.7M,71,medium,High/ High,€2.3M,€11K,2300000.0,11000.0,RS,striker
K. McLean,medium,medium,low,medium,high,Scotland,Norwich City,1.0,2021,€5.6M,71,high,High/ High,€2.8M,€18K,2800000.0,18000.0,CM,midfielder
M. Olsson,medium,medium,low,medium,high,Sweden,Swansea City,2.0,2019,€3.3M,71,high,High/ Medium,€1.7M,€17K,1700000.0,17000.0,LB,defender
C. Nyman,low,medium,low,medium,high,Sweden,Eintracht Braunschweig,1.0,2019,€4.6M,71,high,High/ High,€3M,€5K,3000000.0,5000.0,ST,striker
O. Estupiñán,low,medium,low,medium,high,Colombia,Vitória Guimarães,1.0,2021,€8.2M,71,high,Medium/ Medium,€3.6M,€6K,3600000.0,6000.0,ST,striker
B. Wright,low,medium,low,medium,high,Australia,Bristol City,1.0,2019,€4.9M,71,medium,Medium/ Medium,€2.5M,€23K,2500000.0,23000.0,CB,defender
J. Bednarek,low,medium,low,high,high,Poland,Southampton,1.0,2022,€6.7M,71,medium,Medium/ Medium,€3.2M,€22K,3200000.0,22000.0,LCB,defender
L. Vibe,medium,medium,low,medium,high,Denmark,Changchun Yatai FC,1.0,2020,€4.6M,71,high,High/ High,€2.1M,€9K,2100000.0,9000.0,ST,striker
O. Jiménez,medium,medium,low,medium,medium,Mexico,Club América,1.0,2021,€2.7M,71,low,Medium/ Medium,€1.6M,€27K,1600000.0,27000.0,GK,goalkeeper
Alejandro Rodríguez,medium,medium,low,medium,high,Spain,Empoli,1.0,2019,0,71,high,High/ Medium,€2.6M,€12K,2600000.0,12000.0,ST,striker
T. Elphick,medium,medium,low,medium,high,England,Hull City,1.0,2019,0,71,medium,Medium/ High,€1.8M,€12K,1800000.0,12000.0,RCB,defender
David Ferreiro,medium,medium,low,medium,high,Spain,SD Huesca,1.0,2020,€4.9M,71,high,High/ Medium,€2.2M,€15K,2200000.0,15000.0,LM,midfielder
M. Gobbi,high,medium,low,medium,high,Italy,Parma,2.0,2019,€486K,71,high,Medium/ High,€270K,€16K,270000.0,16000.0,LB,defender
R. Insigne,low,medium,low,medium,medium,Italy,Benevento,1.0,2019,0,71,high,High/ Low,€3.1M,€31K,3100000.0,31000.0,RW,midfielder
N. Gyömbér,low,medium,low,medium,medium,Slovakia,Perugia,1.0,2021,€4.1M,71,medium,Medium/ Medium,€2.5M,€3K,2500000.0,3000.0,RCB,defender
Túlio Sandoiro,medium,medium,low,medium,high,Brazil,América FC (Minas Gerais),1.0,2021,€2.4M,71,high,Medium/ Medium,€1.2M,€12K,1200000.0,12000.0,ST,striker
Hélder Barbosa,medium,medium,low,medium,high,Portugal,Akhisar Belediyespor,1.0,2019,€4.2M,71,high,Medium/ High,€2.1M,€13K,2100000.0,13000.0,LM,midfielder
B. Sako,medium,medium,low,medium,high,Mali,West Bromwich Albion,1.0,2019,€4.3M,71,high,High/ Medium,€2.2M,€21K,2200000.0,21000.0,LM,midfielder
M. Domizzi,high,medium,low,medium,high,Italy,Venezia FC,2.0,2019,€504K,71,medium,Medium/ Medium,€325K,€3K,325000.0,3000.0,CB,defender
P. Oniangué,medium,medium,low,medium,high,Congo,Stade Malherbe Caen,2.0,2022,€3.7M,71,high,Medium/ Medium,€1.8M,€14K,1800000.0,14000.0,CDM,midfielder
P. Onuachu,low,medium,low,medium,high,Nigeria,FC Midtjylland,1.0,2020,€5.1M,71,medium,High/ Medium,€3.4M,€14K,3400000.0,14000.0,ST,striker
F. Balmont,high,medium,low,medium,high,France,Dijon FCO,2.0,2019,€1.5M,71,medium,Medium/ High,€750K,€7K,750000.0,7000.0,CM,midfielder
Antoñito,medium,medium,low,medium,high,Spain,Real Valladolid CF,1.0,2019,€3.8M,71,high,High/ Medium,€1.7M,€12K,1700000.0,12000.0,RB,defender
A. Baby,medium,medium,low,medium,high,Senegal,Royal Antwerp FC,1.0,2020,€3.5M,71,high,Medium/ High,€2.3M,€9K,2300000.0,9000.0,LM,midfielder
B. Petković,low,medium,low,medium,high,Croatia,Dinamo Zagreb,1.0,2023,€7.3M,71,medium,High/ High,€3.2M,€1K,3200000.0,1000.0,ST,striker
Nélson Lenho,medium,medium,low,medium,high,Portugal,CD Aves,1.0,2020,€1.4M,71,high,Medium/ Medium,€675K,€8K,675000.0,8000.0,LB,defender
Gumbau,low,medium,low,medium,medium,Spain,CD Leganés,1.0,2020,€6.4M,71,medium,Medium/ Medium,€2.8M,€14K,2800000.0,14000.0,CDM,midfielder
C. Aboagye,low,medium,low,medium,high,Ghana,Club Atlas,1.0,2018,€6.1M,71,high,Medium/ Medium,€3.2M,€12K,3200000.0,12000.0,CM,midfielder
Y. Erdoğan,low,medium,low,medium,high,Turkey,Bursaspor,1.0,2020,€5.8M,71,high,High/ Medium,€2.8M,€11K,2800000.0,11000.0,LM,midfielder
Paulinho,medium,medium,low,medium,high,Brazil,US Cremonese,1.0,2019,€3M,71,high,High/ Low,€1.9M,€3K,1900000.0,3000.0,ST,striker
J. Cooper,low,medium,low,medium,high,England,Millwall,1.0,2020,€5.1M,71,medium,Medium/ Medium,€2.6M,€8K,2600000.0,8000.0,LCB,defender
S. Malone,medium,medium,low,medium,high,England,Derby County,1.0,2021,€4.3M,71,high,High/ High,€2.2M,€24K,2200000.0,24000.0,LB,defender
M. Maloča,medium,medium,low,medium,high,Croatia,SpVgg Greuther Fürth,1.0,2020,€2.9M,71,medium,Medium/ High,€1.8M,€7K,1800000.0,7000.0,RCB,defender
G. Berardi,medium,medium,low,medium,high,Switzerland,Leeds United,1.0,2020,€3.4M,71,high,Medium/ High,€1.8M,€25K,1800000.0,25000.0,RB,defender
Samu García,medium,medium,low,medium,high,Spain,Levante UD,1.0,2020,€5M,71,high,Medium/ Medium,€2.4M,€15K,2400000.0,15000.0,RM,midfielder
T. Derijck,medium,medium,low,medium,high,Belgium,KAA Gent,1.0,2020,€2.4M,71,medium,Medium/ High,€1.6M,€12K,1600000.0,12000.0,CB,defender
A. Khalili,medium,medium,low,medium,high,Sweden,Kasimpaşa SK,1.0,2021,€6.1M,71,high,High/ Medium,€2.9M,€10K,2900000.0,10000.0,CAM,midfielder
Y. Endo,high,medium,low,medium,high,Japan,Gamba Osaka,3.0,2021,€406K,71,medium,High/ Medium,€325K,€6K,325000.0,6000.0,RCM,midfielder
E. Kaçe,low,medium,low,medium,high,Albania,Panathinaikos FC,1.0,2020,€6.7M,71,high,High/ High,€3M,€1K,3000000.0,1000.0,LDM,midfielder
D. Machado,low,medium,low,medium,high,Colombia,Atlético Nacional,1.0,2019,0,71,high,Medium/ Medium,€2.6M,€11K,2600000.0,11000.0,LB,defender
S. Plavšić,low,medium,low,medium,high,Serbia,Sparta Praha,1.0,2021,€7.8M,71,high,High/ Medium,€3.2M,€1K,3200000.0,1000.0,LM,midfielder
H. Reed,low,medium,low,medium,high,England,Blackburn Rovers,1.0,2019,0,71,high,Medium/ High,€2.8M,€22K,2800000.0,22000.0,RM,midfielder
S. Klaiber,low,medium,low,medium,high,Netherlands,FC Utrecht,1.0,2021,€3.9M,71,high,High/ Medium,€2.5M,€9K,2500000.0,9000.0,RB,defender
J. Boga,low,medium,low,high,high,Ivory Coast,Sassuolo,1.0,2022,€7.3M,71,high,High/ Low,€3.8M,€21K,3800000.0,21000.0,LM,midfielder
D. Contento,medium,medium,low,medium,high,Germany,Fortuna Düsseldorf,2.0,2020,€3.4M,71,high,Medium/ Medium,€1.9M,€18K,1900000.0,18000.0,LB,defender
S. Padoin,medium,medium,low,medium,high,Italy,Cagliari,2.0,2019,€1.1M,71,high,Medium/ Medium,€675K,€18K,675000.0,18000.0,RB,defender
D. Foulquier,low,medium,low,medium,high,France,Getafe CF,1.0,2019,0,71,high,Medium/ Medium,€2.6M,€27K,2600000.0,27000.0,RM,midfielder
Paco Montañés,medium,medium,low,medium,high,Spain,CD Tenerife,1.0,2019,€3.3M,71,high,High/ Medium,€2.1M,€7K,2100000.0,7000.0,LM,midfielder
T. Dingomé,medium,medium,low,medium,high,France,Stade de Reims,1.0,2021,€4.6M,71,high,Medium/ Medium,€2.2M,€11K,2200000.0,11000.0,CDM,midfielder
D. Kądzior,medium,medium,low,medium,high,Poland,Dinamo Zagreb,1.0,2021,€6.3M,71,high,Medium/ Medium,€2.8M,€1K,2800000.0,1000.0,RM,midfielder
E. Taşdemir,low,medium,low,medium,high,Turkey,Bursaspor,1.0,2019,€6.2M,71,high,High/ Medium,€2.8M,€9K,2800000.0,9000.0,LB,defender
P. Coutts,medium,medium,low,medium,high,Scotland,Sheffield United,1.0,2019,€4.3M,71,high,Medium/ Medium,€2.3M,€10K,2300000.0,10000.0,CM,midfielder
D. Dumić,medium,medium,low,medium,high,Bosnia Herzegovina,SG Dynamo Dresden,1.0,2019,0,71,medium,Medium/ High,€2.5M,€11K,2500000.0,11000.0,CB,defender
Juan Carlos,medium,medium,low,medium,medium,Spain,CD Lugo,1.0,2019,€2.4M,71,medium,Medium/ Medium,€1.5M,€5K,1500000.0,5000.0,GK,goalkeeper
S. Privat,medium,medium,low,medium,high,France,Valenciennes FC,1.0,2019,€4.3M,71,medium,Medium/ Medium,€2.4M,€6K,2400000.0,6000.0,ST,striker
G. Montiel,low,medium,low,high,high,Argentina,River Plate,1.0,2021,€5M,71,high,High/ Medium,€3.2M,€9K,3200000.0,9000.0,RB,defender
João Gamboa,low,medium,low,medium,high,Portugal,Clube Sport Marítimo,1.0,2022,€7M,71,high,Medium/ Medium,€3M,€5K,3000000.0,5000.0,CDM,midfielder
A. Zhirov,medium,medium,low,medium,high,Russia,SV Sandhausen,1.0,2020,€4M,71,medium,Low/ High,€2.4M,€5K,2400000.0,5000.0,CB,defender
M. Tosetti,medium,medium,low,medium,high,Switzerland,FC Thun,1.0,2021,€4.2M,71,high,Medium/ Medium,€2.8M,€10K,2800000.0,10000.0,RM,midfielder
André Milazisco,medium,medium,low,medium,medium,Brazil,Atlético Paranaense,1.0,2021,€1.8M,71,low,Medium/ Medium,€950K,€7K,950000.0,7000.0,GK,goalkeeper
M. Colin,medium,medium,low,medium,high,France,Birmingham City,1.0,2021,€4.5M,71,high,High/ Medium,€2.3M,€17K,2300000.0,17000.0,RB,defender
F. Jozefzoon,medium,medium,low,medium,high,Netherlands,Derby County,1.0,2021,€4.7M,71,high,Medium/ Medium,€2.5M,€29K,2500000.0,29000.0,RW,midfielder
D. Moor,medium,medium,low,medium,high,United States,Toronto FC,1.0,2018,€1.1M,71,medium,Medium/ Medium,€725K,€5K,725000.0,5000.0,CB,defender
A. Turan,medium,medium,low,medium,medium,Turkey,Atiker Konyaspor,1.0,2020,€1.5M,71,medium,Low/ High,€725K,€11K,725000.0,11000.0,CB,defender
O. Bayram,medium,medium,low,medium,high,Turkey,Galatasaray SK,1.0,2021,€4.5M,71,high,High/ Medium,€2.3M,€29K,2300000.0,29000.0,LB,defender
S. Bossut,medium,medium,low,medium,medium,Belgium,SV Zulte-Waregem,1.0,2021,€2M,71,medium,Medium/ Medium,€1.4M,€8K,1400000.0,8000.0,GK,goalkeeper
J. Irvine,low,medium,low,medium,high,Australia,Hull City,1.0,2020,€6M,71,high,High/ High,€3.1M,€17K,3100000.0,17000.0,CAM,midfielder
D. Biraschi,low,medium,low,medium,high,Italy,Genoa,1.0,2021,€5.4M,71,medium,Medium/ High,€2.8M,€9K,2800000.0,9000.0,RCB,defender
A. Bouchalakis,low,medium,low,medium,high,Greece,Olympiacos CFP,1.0,2020,€6.5M,71,high,Medium/ Medium,€2.8M,€1K,2800000.0,1000.0,CM,midfielder
A. Voglsammer,medium,medium,low,medium,high,Germany,DSC Arminia Bielefeld,1.0,2021,€4.9M,71,high,High/ High,€2.9M,€11K,2900000.0,11000.0,LS,striker
Son Jun Ho,medium,medium,low,medium,high,Korea Republic,Jeonbuk Hyundai Motors,1.0,2023,€4M,71,medium,High/ Medium,€2.9M,€8K,2900000.0,8000.0,RCM,midfielder
A. El Said,medium,medium,low,medium,high,Egypt,Al Ahli,1.0,2020,€3.1M,71,high,Medium/ Medium,€1.8M,€23K,1800000.0,23000.0,RCM,midfielder
A. Yiadom,medium,medium,low,medium,high,Ghana,Reading,1.0,2022,€4.5M,71,high,High/ Medium,€2.3M,€20K,2300000.0,20000.0,RB,defender
W. Sobota,medium,medium,low,medium,high,Poland,FC St. Pauli,1.0,2020,€3.3M,71,high,High/ Medium,€2.1M,€12K,2100000.0,12000.0,LM,midfielder
I. Latovlevici,medium,medium,low,medium,high,Romania,Bursaspor,1.0,2019,€2.6M,71,high,Medium/ Medium,€1.3M,€11K,1300000.0,11000.0,LM,midfielder
B. Leal,high,medium,low,medium,high,Chile,San Luis de Quillota,1.0,2018,€1M,71,medium,Medium/ Medium,€750K,€2K,750000.0,2000.0,LDM,midfielder
E. Zelazny,medium,medium,low,medium,medium,France,Stade Malherbe Caen,1.0,2021,€4.3M,71,low,Medium/ Medium,€2.1M,€11K,2100000.0,11000.0,GK,goalkeeper
A. Brignoli,medium,medium,low,medium,medium,Italy,Palermo,1.0,2021,€3.3M,71,low,Medium/ Medium,€2M,€2K,2000000.0,2000.0,GK,goalkeeper
K. Narey,low,medium,low,medium,high,Germany,Hamburger SV,1.0,2022,€5M,71,high,High/ Medium,€3M,€9K,3000000.0,9000.0,RM,midfielder
M. Pugh,medium,medium,low,medium,high,England,Bournemouth,1.0,2019,€4M,71,high,High/ Medium,€2.1M,€35K,2100000.0,35000.0,LM,midfielder
S. McTominay,low,medium,low,high,high,Scotland,Manchester United,1.0,2021,€7.8M,71,high,Medium/ Medium,€3.8M,€43K,3800000.0,43000.0,CM,midfielder
Fabrício Baiano,medium,medium,low,medium,high,Brazil,Clube Sport Marítimo,1.0,2020,€5.5M,71,high,Medium/ Medium,€2.5M,€7K,2500000.0,7000.0,RDM,midfielder
F. Navarro,medium,medium,low,medium,high,Mexico,Club León,1.0,2020,€3M,71,high,High/ Medium,€1.8M,€18K,1800000.0,18000.0,RB,defender
R. Bajić,low,medium,low,medium,high,Bosnia Herzegovina,Medipol Başakşehir FK,1.0,2019,0,71,high,High/ Medium,€3.2M,€16K,3200000.0,16000.0,ST,striker
M. Le Bihan,medium,medium,low,medium,high,France,OGC Nice,1.0,2019,€4.6M,71,high,High/ Medium,€2.4M,€22K,2400000.0,22000.0,ST,striker
A. Rentería,low,medium,low,medium,high,Colombia,Cruz Azul,1.0,2019,0,71,high,Medium/ Low,€3.1M,€8K,3100000.0,8000.0,ST,striker
A. Leya Iseka,low,medium,low,medium,high,Belgium,Toulouse Football Club,1.0,2022,€7.5M,71,high,Medium/ Medium,€3.4M,€15K,3400000.0,15000.0,ST,striker
André Moreira,low,medium,low,high,medium,Portugal,Aston Villa,1.0,2019,0,71,medium,Medium/ Medium,€2.8M,€17K,2800000.0,17000.0,GK,goalkeeper
C. Gülselam,medium,medium,low,medium,high,Turkey,Alanyaspor,1.0,2020,€3.5M,71,medium,Medium/ High,€1.8M,€9K,1800000.0,9000.0,LDM,midfielder
M. Rodríguez,medium,medium,low,medium,high,Argentina,Universidad de Chile,1.0,2019,€1.8M,71,high,High/ Medium,€1.3M,€8K,1300000.0,8000.0,RB,defender
G. Litteri,medium,medium,low,medium,high,Italy,Venezia FC,1.0,2020,€3.5M,71,high,High/ Low,€2.3M,€4K,2300000.0,4000.0,ST,striker
Raphael Rossi,medium,medium,low,medium,high,Brazil,FC Sion,1.0,2021,€3.4M,71,medium,Medium/ Medium,€2.2M,€18K,2200000.0,18000.0,CB,defender
B. Kamara,low,medium,low,medium,medium,France,RC Strasbourg Alsace,1.0,2021,€5.3M,71,low,Medium/ Medium,€2.4M,€6K,2400000.0,6000.0,GK,goalkeeper
R. Oshima,low,medium,low,medium,high,Japan,Kawasaki Frontale,1.0,2021,€3.3M,71,high,Medium/ Medium,€2.4M,€6K,2400000.0,6000.0,RDM,midfielder
L. Bruins,medium,medium,low,medium,high,Netherlands,Excelsior,1.0,2019,€3M,71,high,Medium/ Medium,€2.1M,€5K,2100000.0,5000.0,LM,midfielder
N. Kebano,medium,medium,low,medium,high,DR Congo,Fulham,1.0,2019,€5.5M,71,high,High/ Medium,€2.8M,€35K,2800000.0,35000.0,LW,midfielder
Wiliam Santinho,medium,medium,low,medium,medium,Brazil,Fluminense,1.0,2021,€1.8M,71,low,Medium/ Medium,€950K,€13K,950000.0,13000.0,GK,goalkeeper
L. Sadiku,medium,medium,low,medium,high,Kosovo,Kasimpaşa SK,1.0,2019,€4.9M,71,medium,Medium/ High,€2.4M,€9K,2400000.0,9000.0,CDM,midfielder
Y. Barbet,low,medium,low,medium,high,France,Brentford,1.0,2019,€4.8M,71,high,Medium/ Medium,€2.4M,€23K,2400000.0,23000.0,LB,defender
Javi Moyano,medium,medium,low,medium,high,Spain,Real Valladolid CF,1.0,2019,€2.9M,71,high,Medium/ High,€1.3M,€12K,1300000.0,12000.0,RB,defender
