D. da Costa,young,average,cheap,average,good,fast,High,€9M,€27K,9000000.0,27000.0,RM,midfielder
V. Fischer,young,average,cheap,good,average,fast,High,€12M,€20K,12000000.0,20000.0,LM,midfielder
Wesley,young,average,cheap,good,average,average,High,€13.5M,€20K,13500000.0,20000.0,LS,striker
D. Ginczek,mid age,average,cheap,average,average,average,High,€10.5M,€46K,10500000.0,46000.0,RS,striker
F. Kostić,mid age,average,cheap,average,good,fast,High,€10.5M,€16K,10500000.0,16000.0,LM,midfielder
R. Fraser,young,average,cheap,good,average,fast,High,€11.5M,€52K,11500000.0,52000.0,LM,midfielder
Cote,mid age,average,cheap,average,average,fast,High,€7M,€23K,7000000.0,23000.0,LB,defender
H. Winks,young,average,cheap,good,average,fast,High,€13M,€66K,13000000.0,66000.0,CM,midfielder
K. Mbabu,young,average,cheap,good,good,fast,High,€10M,€19K,10000000.0,19000.0,RB,defender
M. Hinteregger,mid age,average,cheap,good,good,average,High,€9.5M,€23K,9500000.0,23000.0,LCB,defender
L. Acosta,young,average,cheap,average,average,fast,High,€11M,€8K,11000000.0,8000.0,CAM,midfielder
Sidcley,mid age,average,cheap,good,good,fast,Medium,€9M,€1K,9000000.0,1000.0,LM,midfielder
M. Jørgensen,mid age,average,cheap,average,average,average,Medium,€8.5M,€45K,8500000.0,45000.0,CB,defender
M. Fabián,mid age,average,cheap,average,good,fast,High,€9M,€36K,9000000.0,36000.0,CAM,midfielder
Carlos Eduardo,mid age,average,cheap,average,average,fast,High,€9M,€41K,9000000.0,41000.0,CAM,midfielder
Rubén Castro,old,average,cheap,average,average,fast,Medium,€3.2M,€11K,3200000.0,11000.0,ST,striker
L. Augustinsson,young,average,cheap,good,good,fast,High,€10M,€22K,10000000.0,22000.0,LB,defender
S. Aziz,mid age,average,cheap,average,good,average,Low,€8.5M,€48K,8500000.0,48000.0,RCB,defender
P. Hetemaj,mid age,average,cheap,average,good,fast,High,€7.5M,€19K,7500000.0,19000.0,CM,midfielder
André André,mid age,average,cheap,average,average,fast,High,€9M,€13K,9000000.0,13000.0,LCM,midfielder
Vinícius Júnior,young,average,cheap,good,good,fast,High,€17.5M,€66K,17500000.0,66000.0,LW,midfielder
B. Džemaili,mid age,average,cheap,average,average,fast,High,€6.5M,€33K,6500000.0,33000.0,LCM,midfielder
Juanpe,mid age,average,cheap,average,average,slow,Low,€8.5M,€27K,8500000.0,27000.0,LCB,defender
K. Fortounis,mid age,average,cheap,good,average,fast,High,€11M,€1K,11000000.0,1000.0,CAM,midfielder
B. Oczipka,mid age,average,cheap,average,good,fast,High,€6.5M,€30K,6500000.0,30000.0,LWB,defender
R. Bentancur,young,average,cheap,good,good,fast,Medium,€15.5M,€62K,15500000.0,62000.0,RCM,midfielder
T. Hernández,young,average,cheap,good,average,fast,Medium,€11M,€76K,11000000.0,76000.0,LB,defender
M. Lowton,mid age,average,cheap,average,good,fast,High,€6.5M,€50K,6500000.0,50000.0,RB,defender
I. Diop,young,average,cheap,good,average,average,Medium,€12M,€46K,12000000.0,46000.0,LCB,defender
B. André,mid age,average,cheap,average,good,fast,Medium,€9M,€32K,9000000.0,32000.0,RDM,midfielder
C. Piccini,mid age,average,cheap,good,good,fast,Medium,€9M,€29K,9000000.0,29000.0,RB,defender
Paulinho,mid age,average,cheap,average,good,average,High,€11M,€16K,11000000.0,16000.0,LS,striker
A. Diawara,young,average,cheap,good,average,fast,Medium,€14M,€41K,14000000.0,41000.0,CM,midfielder
Yuri Berchiche,mid age,average,cheap,average,good,fast,High,€7M,€23K,7000000.0,23000.0,LB,defender
F. Kamano,young,average,cheap,good,average,fast,Medium,€12M,€39K,12000000.0,39000.0,LW,midfielder
F. Cartabia,mid age,average,cheap,good,average,fast,High,€11M,€12K,11000000.0,12000.0,RM,midfielder
E. Ünal,young,average,cheap,good,good,fast,Medium,€12.5M,€26K,12500000.0,26000.0,ST,striker
I. Radovanović,mid age,average,cheap,average,good,average,Low,€7M,€18K,7000000.0,18000.0,CM,midfielder
Jony,mid age,average,cheap,average,average,fast,High,€9.5M,€12K,9500000.0,12000.0,LM,midfielder
D. Buonanotte,mid age,average,cheap,average,average,fast,Medium,€8.5M,€12K,8500000.0,12000.0,CAM,midfielder
Tomás Pina,mid age,average,cheap,average,average,average,Medium,€8M,€25K,8000000.0,25000.0,RCM,midfielder
N. Pallois,mid age,average,cheap,average,average,average,Medium,€6.5M,€25K,6500000.0,25000.0,LCB,defender
D. Latza,mid age,average,cheap,average,good,fast,High,€9M,€30K,9000000.0,30000.0,LCM,midfielder
F. Belluschi,old,average,cheap,average,average,fast,High,€4.5M,€22K,4500000.0,22000.0,CAM,midfielder
O. Abdulrahman,mid age,average,cheap,average,average,fast,Medium,€10.5M,€39K,10500000.0,39000.0,CAM,midfielder
O. Trejo,mid age,average,cheap,average,good,fast,Medium,€8.5M,€21K,8500000.0,21000.0,RCM,midfielder
N. Barella,young,average,cheap,good,average,fast,Medium,€15.5M,€24K,15500000.0,24000.0,RCM,midfielder
Angeliño,young,average,cheap,good,good,fast,High,€10.5M,€11K,10500000.0,11000.0,LB,defender
Vieirundinho,mid age,average,cheap,average,average,average,Medium,€6.5M,€18K,6500000.0,18000.0,RCB,defender
F. Orellana,mid age,average,cheap,average,average,fast,High,€7M,€24K,7000000.0,24000.0,RM,midfielder
F. Grillitsch,young,average,cheap,good,average,average,Medium,€11.5M,€30K,11500000.0,30000.0,CM,midfielder
C. Ortíz,mid age,average,cheap,average,good,average,Medium,€7M,€43K,7000000.0,43000.0,LCM,midfielder
Bruno Viana,young,average,cheap,good,average,average,Medium,€10.5M,€12K,10500000.0,12000.0,RCB,defender
J. Maidana,mid age,average,cheap,average,average,average,Medium,€5M,€22K,5000000.0,22000.0,RCB,defender
R. Funes Mori,mid age,average,cheap,average,average,average,Medium,€8.5M,€28K,8500000.0,28000.0,LCB,defender
D. Kohr,young,average,cheap,good,good,average,Medium,€10M,€43K,10000000.0,43000.0,RDM,midfielder
F. Higuaín,old,average,cheap,average,average,fast,Medium,€5.5M,€10K,5500000.0,10000.0,CAM,midfielder
A. Barák,young,average,cheap,good,average,fast,High,€12.5M,€24K,12500000.0,24000.0,CM,midfielder
F. Andone,mid age,average,cheap,good,good,fast,High,€11.5M,€49K,11500000.0,49000.0,ST,striker
Adrián,mid age,average,cheap,average,average,fast,Medium,€8.5M,€16K,8500000.0,16000.0,ST,striker
G. González,mid age,average,cheap,average,average,average,Medium,€6.5M,€30K,6500000.0,30000.0,RCB,defender
Otávio,young,average,cheap,good,good,average,Medium,€10M,€32K,10000000.0,32000.0,CDM,midfielder
D. Janmaat,mid age,average,cheap,average,good,fast,High,€7M,€50K,7000000.0,50000.0,RB,defender
R. Funes Mori,mid age,average,cheap,average,good,fast,High,€10.5M,€49K,10500000.0,49000.0,ST,striker
P. Schick,young,average,cheap,good,average,fast,High,€14M,€53K,14000000.0,53000.0,ST,striker
Aleix Vidal,mid age,average,cheap,average,good,fast,High,€7M,€17K,7000000.0,17000.0,RB,defender
A. Schöpf,young,average,cheap,good,good,fast,High,€12M,€27K,12000000.0,27000.0,RM,midfielder
W. Boly,mid age,average,cheap,good,average,average,Medium,€9M,€58K,9000000.0,58000.0,LCB,defender
Alberto Moreno,mid age,average,cheap,average,good,fast,High,€9M,€76K,9000000.0,76000.0,LB,defender
C. Villanueva,mid age,average,cheap,average,average,fast,Medium,€7M,€39K,7000000.0,39000.0,CAM,midfielder
M. Weiser,young,average,cheap,good,good,fast,High,€10M,€43K,10000000.0,43000.0,RB,defender
G. Escalante,mid age,average,cheap,good,good,average,Medium,€10M,€21K,10000000.0,21000.0,CDM,midfielder
M. Holgate,young,average,cheap,good,average,average,Medium,€9M,€50K,9000000.0,50000.0,CB,defender
D. Zurutuza,mid age,average,cheap,average,average,average,Medium,€6.5M,€26K,6500000.0,26000.0,LDM,midfielder
Juanmi,mid age,average,cheap,average,average,fast,Medium,€9.5M,€27K,9500000.0,27000.0,LM,midfielder
K. Gibbs,mid age,average,cheap,average,good,fast,High,€6M,€32K,6000000.0,32000.0,LWB,defender
F. Fernández,mid age,average,cheap,average,average,slow,Medium,€6M,€42K,6000000.0,42000.0,LCB,defender
N. Radoja,mid age,average,cheap,good,average,average,High,€10M,€22K,10000000.0,22000.0,CM,midfielder
N. Blandi,mid age,average,cheap,average,average,average,Medium,€8M,€23K,8000000.0,23000.0,ST,striker
David Juncà,young,average,cheap,good,good,fast,High,€8.5M,€18K,8500000.0,18000.0,LB,defender
Wu Lei,mid age,average,cheap,average,good,fast,Medium,€9M,€19K,9000000.0,19000.0,RW,midfielder
Gabriel Boschilia,young,average,cheap,good,average,fast,High,€10.5M,€48K,10500000.0,48000.0,RW,midfielder
Iuri Medeiros,young,average,cheap,average,average,fast,High,€10M,€12K,10000000.0,12000.0,RM,midfielder
M. Phillips,mid age,average,cheap,average,average,fast,Medium,€8M,€34K,8000000.0,34000.0,RM,midfielder
Mario Suárez,mid age,average,cheap,average,average,average,Medium,€6.5M,€16K,6500000.0,16000.0,LCM,midfielder
W. Bony,mid age,average,cheap,average,average,average,Medium,€7.5M,€32K,7500000.0,32000.0,ST,striker
S. Doumbia,mid age,average,cheap,average,average,fast,Medium,€7.5M,€31K,7500000.0,31000.0,ST,striker
D. Reyes,mid age,average,cheap,good,average,average,Medium,€8.5M,€48K,8500000.0,48000.0,RCB,defender
Bernat,mid age,average,cheap,average,good,fast,High,€7.5M,€54K,7500000.0,54000.0,LB,defender
V. Behrami,old,average,cheap,average,good,average,Medium,€3.1M,€24K,3100000.0,24000.0,CM,midfielder
S. Langkamp,mid age,average,cheap,average,average,slow,Medium,€5.5M,€24K,5500000.0,24000.0,CB,defender
J. Sosa,old,average,cheap,average,average,fast,Medium,€4.5M,€30K,4500000.0,30000.0,LDM,midfielder
A. Touré,young,average,cheap,average,average,average,Low,€8M,€20K,8000000.0,20000.0,LCM,midfielder
Jesé,mid age,average,cheap,average,average,fast,Medium,€9.5M,€59K,9500000.0,59000.0,LM,midfielder
D. Ings,mid age,average,cheap,average,good,fast,High,€9.5M,€85K,9500000.0,85000.0,RS,striker
F. Acheampong,young,average,cheap,good,good,fast,High,€10.5M,€16K,10500000.0,16000.0,ST,striker
R. Knoche,mid age,average,cheap,average,average,slow,Medium,€8M,€36K,8000000.0,36000.0,RCB,defender
J. Denayer,young,average,cheap,good,good,average,Medium,€9.5M,€41K,9500000.0,41000.0,LCB,defender
S. Rode,mid age,average,cheap,average,good,average,High,€7.5M,€40K,7500000.0,40000.0,CDM,midfielder
Wendel,young,average,cheap,good,average,fast,High,€12.5M,€10K,12500000.0,10000.0,RCM,midfielder
A. Nagy,young,average,cheap,good,average,fast,Medium,€9.5M,€24K,9500000.0,24000.0,CDM,midfielder
Alfa Semedo,young,average,cheap,good,good,average,High,€10.5M,€8K,10500000.0,8000.0,CDM,midfielder
A. Barnes,mid age,average,cheap,average,good,average,High,€8M,€55K,8000000.0,55000.0,ST,striker
Alan Kardec,mid age,average,cheap,average,good,fast,Medium,€7.5M,€13K,7500000.0,13000.0,ST,striker
Marcelo,mid age,average,cheap,average,good,average,Medium,€6M,€13K,6000000.0,13000.0,CB,defender
E. Boateng,young,average,cheap,good,good,fast,High,€10.5M,€22K,10500000.0,22000.0,ST,striker
Dalbert,young,average,cheap,good,average,fast,High,€8.5M,€41K,8500000.0,41000.0,LB,defender
A. Halilović,young,average,cheap,good,average,fast,High,€11M,€61K,11000000.0,61000.0,RM,midfielder
I. Popov,mid age,average,cheap,average,average,fast,High,€7.5M,€1K,7500000.0,1000.0,ST,striker
T. Cleverley,mid age,average,cheap,average,average,fast,High,€7.5M,€51K,7500000.0,51000.0,CM,midfielder
M. Livaja,young,average,cheap,good,good,average,High,€10M,€1K,10000000.0,1000.0,CAM,midfielder
M. Uribe,mid age,average,cheap,average,good,fast,High,€8.5M,€54K,8500000.0,54000.0,RCM,midfielder
P. Bargfrede,mid age,average,cheap,average,average,average,Medium,€6M,€25K,6000000.0,25000.0,CDM,midfielder
J. Jankto,young,average,cheap,good,average,fast,High,€11.5M,€23K,11500000.0,23000.0,RM,midfielder
Junior Firpo,young,average,cheap,good,average,fast,Medium,€8.5M,€15K,8500000.0,15000.0,LM,midfielder
D. D'Ambrosio,mid age,average,cheap,average,good,fast,Medium,€6M,€50K,6000000.0,50000.0,LB,defender
M. Díaz,mid age,average,cheap,average,good,average,Medium,€5M,€19K,5000000.0,19000.0,CDM,midfielder
S. Vokes,mid age,average,cheap,average,good,average,High,€8M,€55K,8000000.0,55000.0,ST,striker
Héldon,mid age,average,cheap,average,average,fast,High,€7.5M,€23K,7500000.0,23000.0,LM,midfielder
Mario Hermoso,young,average,cheap,good,good,fast,Medium,€10M,€21K,10000000.0,21000.0,LCB,defender
F. Bartels,mid age,average,cheap,average,average,fast,High,€7M,€27K,7000000.0,27000.0,RM,midfielder
K. Malcuit,mid age,average,cheap,average,good,fast,High,€7.5M,€47K,7500000.0,47000.0,RB,defender
R. Marin,young,average,cheap,good,average,fast,High,€10.5M,€15K,10500000.0,15000.0,CM,midfielder
Ayoze Pérez,young,average,cheap,good,average,fast,High,€10.5M,€42K,10500000.0,42000.0,CF,striker
Júnior Moraes,mid age,average,cheap,average,average,average,High,€7M,€1K,7000000.0,1000.0,ST,striker
V. Berisha,mid age,average,cheap,average,good,fast,High,€9.5M,€40K,9500000.0,40000.0,LM,midfielder
R. Freuler,mid age,average,cheap,average,average,fast,Medium,€9M,€26K,9000000.0,26000.0,RDM,midfielder
Ganso,mid age,average,cheap,average,poor,average,Medium,€8M,€17K,8000000.0,17000.0,CAM,midfielder
Vicente Gómez,mid age,average,cheap,average,average,average,Medium,€7.5M,€12K,7500000.0,12000.0,LCM,midfielder
M. Pašalić,young,average,cheap,good,average,average,High,€10.5M,€71K,10500000.0,71000.0,RCM,midfielder
Vitor Hugo,mid age,average,cheap,average,average,average,Medium,€7.5M,€45K,7500000.0,45000.0,LCB,defender
B. Fornaroli,mid age,average,cheap,average,good,fast,High,€7.5M,€15K,7500000.0,15000.0,ST,striker
R. Snodgrass,mid age,average,cheap,average,average,fast,High,€7.5M,€66K,7500000.0,66000.0,RM,midfielder
Francisco Geraldes,young,average,cheap,good,average,fast,High,€11M,€12K,11000000.0,12000.0,CAM,midfielder
I. Ordets,mid age,average,cheap,good,average,average,Medium,€8.5M,€1K,8500000.0,1000.0,CB,defender
D. Santon,mid age,average,cheap,average,average,fast,Medium,€6.5M,€47K,6500000.0,47000.0,LB,defender
M. Niang,young,average,cheap,good,average,fast,Medium,€10.5M,€37K,10500000.0,37000.0,LW,midfielder
O. Wendt,mid age,average,cheap,average,average,fast,Medium,€4.3M,€24K,4300000.0,24000.0,LB,defender
F. Benković,young,average,cheap,good,average,average,Medium,€10.5M,€37K,10500000.0,37000.0,LCB,defender
M. Torres,old,average,cheap,average,average,average,Medium,€4.7M,€4K,4700000.0,4000.0,CAM,midfielder
M. Noble,mid age,average,cheap,average,average,average,High,€6.5M,€66K,6500000.0,66000.0,RCM,midfielder
M. Rashica,young,average,cheap,good,average,fast,High,€11M,€25K,11000000.0,25000.0,RW,midfielder
C. Benteke,mid age,average,cheap,average,average,average,Medium,€8M,€53K,8000000.0,53000.0,ST,striker
Rômulo,mid age,average,cheap,average,good,fast,Medium,€6.5M,€17K,6500000.0,17000.0,RM,midfielder
D. Pabón,mid age,average,cheap,average,good,fast,High,€7.5M,€46K,7500000.0,46000.0,RW,midfielder
Embarba,mid age,average,cheap,average,average,fast,Medium,€9M,€20K,9000000.0,20000.0,RM,midfielder
C. Kerbrat,mid age,average,cheap,average,average,average,Low,€5M,€21K,5000000.0,21000.0,RCB,defender
L. Teodorczyk,mid age,average,cheap,average,good,average,High,€9M,€28K,9000000.0,28000.0,ST,striker
Alexo Baia,mid age,average,cheap,average,average,fast,High,€5.5M,€25K,5500000.0,25000.0,RB,defender
David Seijalbo,old,average,cheap,average,good,average,Medium,€2.3M,€25K,2300000.0,25000.0,RDM,midfielder
N. Nández,young,average,cheap,good,good,fast,High,€11.5M,€20K,11500000.0,20000.0,RCM,midfielder
L. Rupp,mid age,average,cheap,average,good,fast,High,€8M,€32K,8000000.0,32000.0,CM,midfielder
Jordi Amat,mid age,average,cheap,good,average,average,Low,€8.5M,€18K,8500000.0,18000.0,LCB,defender
F. Di Francesco,young,average,cheap,average,average,fast,Medium,€10M,€44K,10000000.0,44000.0,LW,midfielder
O. El Kaddouri,mid age,average,cheap,average,average,fast,High,€8M,€1K,8000000.0,1000.0,CAM,midfielder
T. Rogić,mid age,average,cheap,average,average,fast,Medium,€9.5M,€46K,9500000.0,46000.0,CAM,midfielder
G. Töre,mid age,average,cheap,average,average,fast,High,€9M,€43K,9000000.0,43000.0,RM,midfielder
M. Destro,mid age,average,cheap,average,average,fast,Medium,€8M,€33K,8000000.0,33000.0,ST,striker
Josué,mid age,average,cheap,average,average,fast,Medium,€8M,€19K,8000000.0,19000.0,CAM,midfielder
Ki Sung Yueng,mid age,average,cheap,average,average,average,Medium,€7.5M,€46K,7500000.0,46000.0,LCM,midfielder
H. Onyekuru,young,average,cheap,good,good,fast,High,€12.5M,€56K,12500000.0,56000.0,ST,striker
N. Pépé,young,average,cheap,good,average,fast,High,€11.5M,€26K,11500000.0,26000.0,RM,midfielder
Matheus Pereira,young,average,cheap,good,average,fast,Medium,€11M,€12K,11000000.0,12000.0,RM,midfielder
Y. Salibur,mid age,average,cheap,average,good,fast,High,€8M,€23K,8000000.0,23000.0,RM,midfielder
E. Vargas,mid age,average,cheap,average,good,fast,Medium,€8M,€55K,8000000.0,55000.0,CAM,midfielder
L. Magallán,young,average,cheap,good,good,average,Medium,€9.5M,€18K,9500000.0,18000.0,CB,defender
Danny,old,average,cheap,average,average,fast,Medium,€3.9M,€12K,3900000.0,12000.0,CAM,midfielder
C. Hérelle,mid age,average,cheap,good,good,average,Medium,€8.5M,€26K,8500000.0,26000.0,RCB,defender
E. Mangala,mid age,average,cheap,average,good,average,Medium,€7.5M,€84K,7500000.0,84000.0,CB,defender
O. Selnæs,young,average,cheap,good,average,average,Low,€8.5M,€24K,8500000.0,24000.0,RDM,midfielder
Víctor Vázquez,mid age,average,cheap,average,average,average,Medium,€6.5M,€9K,6500000.0,9000.0,CAM,midfielder
Carles Planas,mid age,average,cheap,average,good,fast,Medium,€7M,€26K,7000000.0,26000.0,LB,defender
G. Fernández,mid age,average,cheap,average,average,fast,High,€9M,€21K,9000000.0,21000.0,CAM,midfielder
Soldado,old,average,cheap,average,average,average,High,€4.8M,€61K,4800000.0,61000.0,ST,striker
A. Ekdal,mid age,average,cheap,average,average,average,High,€7.5M,€34K,7500000.0,34000.0,LCM,midfielder
Gedson Fernandes,young,average,cheap,good,good,fast,High,€12M,€6K,12000000.0,6000.0,RCM,midfielder
M. Darmian,mid age,average,cheap,average,average,fast,Low,€6M,€88K,6000000.0,88000.0,LB,defender
N. Chalobah,young,average,cheap,good,average,average,Medium,€8.5M,€38K,8500000.0,38000.0,CDM,midfielder
R. Pizarro,young,average,cheap,good,good,fast,High,€10.5M,€37K,10500000.0,37000.0,RCM,midfielder
André Simões,mid age,average,cheap,average,good,fast,High,€7.5M,€1K,7500000.0,1000.0,CM,midfielder
S. Tshabalala,old,average,cheap,average,good,fast,High,€4.7M,€16K,4700000.0,16000.0,LM,midfielder
L. Rossettini,old,average,cheap,average,average,average,Medium,€3.1M,€16K,3100000.0,16000.0,LCB,defender
F. Viviani,mid age,average,cheap,average,good,fast,Medium,€9.5M,€15K,9500000.0,15000.0,CM,midfielder
M. de Roon,mid age,average,cheap,average,good,average,Medium,€8M,€26K,8000000.0,26000.0,RDM,midfielder
Rubén Duarte,young,average,cheap,good,average,fast,Medium,€8.5M,€18K,8500000.0,18000.0,LB,defender
Y. Ōsako,mid age,average,cheap,average,good,fast,Medium,€8M,€30K,8000000.0,30000.0,CF,striker
Gil,mid age,average,cheap,average,average,average,Medium,€5M,€18K,5000000.0,18000.0,LCB,defender
A. Ruiz,young,average,cheap,average,average,fast,Medium,€10M,€13K,10000000.0,13000.0,CF,striker
P. van Aanholt,mid age,average,cheap,average,good,fast,High,€6.5M,€44K,6500000.0,44000.0,LB,defender
S. Meïté,young,average,cheap,average,good,average,Medium,€8M,€31K,8000000.0,31000.0,LCM,midfielder
K. Dolberg,young,average,cheap,good,good,average,Medium,€12M,€15K,12000000.0,15000.0,ST,striker
Juli Freitinho,mid age,average,cheap,average,average,average,Medium,€5.5M,€13K,5500000.0,13000.0,RCB,defender
L. Vietto,young,average,cheap,good,average,fast,High,€10M,€42K,10000000.0,42000.0,ST,striker
A. Izzo,mid age,average,cheap,good,average,average,Medium,€8.5M,€36K,8500000.0,36000.0,RCB,defender
A. Paloschi,mid age,average,cheap,average,good,fast,High,€8M,€17K,8000000.0,17000.0,ST,striker
G. Gönül,old,average,cheap,average,good,fast,High,€3M,€40K,3000000.0,40000.0,RB,defender
Llorente,old,average,cheap,average,poor,slow,Medium,€4.8M,€76K,4800000.0,76000.0,ST,striker
J. Morel,old,average,cheap,average,good,average,Medium,€2.3M,€48K,2300000.0,48000.0,CB,defender
G. Kakuta,mid age,average,cheap,average,good,fast,Medium,€8M,€20K,8000000.0,20000.0,LM,midfielder
João Pedro,mid age,average,cheap,average,average,fast,High,€9.5M,€30K,9500000.0,30000.0,LS,striker
S. García,mid age,average,cheap,average,average,average,High,€6M,€23K,6000000.0,23000.0,LB,defender
Eltildo Correia,mid age,average,cheap,average,average,average,Medium,€6.5M,€30K,6500000.0,30000.0,RCB,defender
Kenedy,young,average,cheap,good,average,fast,High,€11.5M,€71K,11500000.0,71000.0,LM,midfielder
M. Moralez,mid age,average,cheap,average,poor,fast,High,€7M,€9K,7000000.0,9000.0,LCM,midfielder
N. Vukčević,mid age,average,cheap,average,good,average,Medium,€8M,€21K,8000000.0,21000.0,CDM,midfielder
F. Borini,mid age,average,cheap,average,average,fast,High,€8M,€76K,8000000.0,76000.0,LW,midfielder
I. Sarr,young,average,cheap,good,average,fast,High,€13.5M,€22K,13500000.0,22000.0,RM,midfielder
C. Clark,mid age,average,cheap,average,average,average,Medium,€7M,€42K,7000000.0,42000.0,CB,defender
Mata,mid age,average,cheap,average,average,fast,High,€7.5M,€25K,7500000.0,25000.0,LS,striker
M. Albrighton,mid age,average,cheap,average,good,fast,High,€8M,€60K,8000000.0,60000.0,RM,midfielder
A. Gray,mid age,average,cheap,average,good,fast,High,€9M,€53K,9000000.0,53000.0,ST,striker
F. Guarín,mid age,average,cheap,average,good,average,High,€6M,€16K,6000000.0,16000.0,LDM,midfielder
S. Widmer,mid age,average,cheap,average,good,fast,Medium,€7.5M,€23K,7500000.0,23000.0,RB,defender
P. Mantalos,mid age,average,cheap,average,average,fast,High,€9M,€1K,9000000.0,1000.0,RM,midfielder
A. Mehmedi,mid age,average,cheap,average,average,fast,Medium,€8M,€40K,8000000.0,40000.0,CAM,midfielder
Pablo,mid age,average,cheap,average,average,average,Medium,€7.5M,€34K,7500000.0,34000.0,LCB,defender
I. Slimani,mid age,average,cheap,average,good,average,High,€7.5M,€62K,7500000.0,62000.0,ST,striker
C. Erkin,mid age,average,cheap,average,good,fast,High,€6M,€41K,6000000.0,41000.0,LB,defender
D. Chygrynskyi,mid age,average,cheap,average,average,slow,Medium,€5M,€1K,5000000.0,1000.0,LCB,defender
A. Samaris,mid age,average,cheap,average,average,average,Medium,€6M,€12K,6000000.0,12000.0,CDM,midfielder
G. Lapadula,mid age,average,cheap,average,good,fast,High,€8M,€20K,8000000.0,20000.0,ST,striker
Dênildo Stein,mid age,average,cheap,average,average,fast,High,€7.5M,€30K,7500000.0,30000.0,ST,striker
S. Taïder,mid age,average,cheap,average,good,fast,High,€8M,€30K,8000000.0,30000.0,LCM,midfielder
F. Klaus,mid age,average,cheap,average,good,fast,Medium,€9M,€38K,9000000.0,38000.0,RM,midfielder
H. Nordtveit,mid age,average,cheap,average,average,average,Medium,€7M,€31K,7000000.0,31000.0,RCB,defender
L. Zuffi,mid age,average,cheap,average,good,fast,High,€7M,€25K,7000000.0,25000.0,CAM,midfielder
Emilio Piodão,mid age,average,cheap,average,good,fast,Medium,€6.5M,€13K,6500000.0,13000.0,RDM,midfielder
S. Zuber,mid age,average,cheap,average,good,fast,High,€7.5M,€29K,7500000.0,29000.0,LM,midfielder
J. Palomino,mid age,average,cheap,average,average,average,Low,€7.5M,€25K,7500000.0,25000.0,CB,defender
Y. Mutō,mid age,average,cheap,average,good,fast,High,€10M,€46K,10000000.0,46000.0,ST,striker
J. Altidore,mid age,average,cheap,average,good,average,Medium,€8M,€10K,8000000.0,10000.0,ST,striker
G. Laborde,young,average,cheap,good,good,fast,High,€10.5M,€24K,10500000.0,24000.0,RS,striker
P. Baysse,mid age,average,cheap,average,good,average,Medium,€5.5M,€34K,5500000.0,34000.0,RCB,defender
Eric Botteghin,mid age,average,cheap,average,average,slow,Low,€5.5M,€13K,5500000.0,13000.0,RCB,defender
Iván Alejo,young,average,cheap,good,average,fast,Medium,€10.5M,€20K,10500000.0,20000.0,RM,midfielder
S. Blanco,mid age,average,cheap,average,good,fast,Medium,€7.5M,€9K,7500000.0,9000.0,LF,striker
Thiago Mendes,mid age,average,cheap,average,good,fast,High,€8M,€28K,8000000.0,28000.0,RDM,midfielder
D. Brosinski,mid age,average,cheap,average,good,fast,High,€6M,€25K,6000000.0,25000.0,RB,defender
T. Monconduit,mid age,average,cheap,average,good,average,Medium,€7.5M,€18K,7500000.0,18000.0,RDM,midfielder
Eraso,mid age,average,cheap,average,average,average,High,€8M,€29K,8000000.0,29000.0,CAM,midfielder
S. Hanni,mid age,average,cheap,average,average,fast,High,€9M,€1K,9000000.0,1000.0,LW,midfielder
M. Konaté,mid age,average,cheap,good,good,fast,High,€10M,€20K,10000000.0,20000.0,ST,striker
C. Théréau,old,average,cheap,average,average,fast,Medium,€3.4M,€40K,3400000.0,40000.0,LW,midfielder
A. Donatti,mid age,average,cheap,average,average,average,Medium,€5M,€19K,5000000.0,19000.0,LCB,defender
T. Jedvaj,young,average,cheap,good,good,average,Medium,€9.5M,€40K,9500000.0,40000.0,LB,defender
Pedro Henrique,mid age,average,cheap,good,average,slow,Medium,€8.5M,€10K,8500000.0,10000.0,LCB,defender
J. Briand,mid age,average,cheap,average,good,fast,High,€6M,€41K,6000000.0,41000.0,ST,striker
F. Lustenberger,mid age,average,cheap,average,good,average,Medium,€5.5M,€24K,5500000.0,24000.0,RCB,defender
J. Ayew,mid age,average,cheap,average,good,fast,Medium,€8.5M,€31K,8500000.0,31000.0,ST,striker
S. Sanogo,mid age,average,cheap,average,good,average,Medium,€6M,€22K,6000000.0,22000.0,LCM,midfielder
R. Thomas,mid age,average,cheap,average,average,average,Medium,€5.5M,€21K,5500000.0,21000.0,LCB,defender
Rafael Cachoira,mid age,average,cheap,average,average,average,Medium,€5.5M,€20K,5500000.0,20000.0,RCB,defender
N. Sansone,mid age,average,cheap,average,average,fast,Medium,€9M,€32K,9000000.0,32000.0,ST,striker
E. Bičakčić,mid age,average,cheap,average,average,average,Medium,€6M,€31K,6000000.0,31000.0,LCB,defender
J. Veltman,mid age,average,cheap,average,good,average,Medium,€7.5M,€16K,7500000.0,16000.0,RB,defender
A. Knockaert,mid age,average,cheap,average,average,fast,High,€8.5M,€44K,8500000.0,44000.0,RM,midfielder
Douglas Santos,young,average,cheap,good,average,fast,High,€8.5M,€12K,8500000.0,12000.0,LB,defender
S. Bocchetti,mid age,average,cheap,average,good,average,Medium,€5M,€1K,5000000.0,1000.0,LCB,defender
M. Dembélé,young,average,cheap,good,good,fast,Medium,€12M,€43K,12000000.0,43000.0,ST,striker
E. Valencia,mid age,average,cheap,average,good,fast,High,€8M,€55K,8000000.0,55000.0,ST,striker
